abstract;category
How do we care well for a human being: ourselves or another? Non-Kantian scholars rarely identify the philosophy of Kant as a particularly useful resource with which to understand the full complexity of human care. Kant’s philosophy is often taken to presuppose that a philosophical analysis of good human life needs to attend only to how autonomous, rational agents—sprung up like mushrooms out of nowhere, without a childhood, never sick, always independent—ought to act respectfully, and how they can be forced to interact rightfully. Questions involving aspects of human life captured by what Eva Kittay aptly phrased “the fact of dependency” (1999) —such as our vulnerable, fragile, and embodied social natures, asymmetrical care relations, and deep systemic injustices—are therefore commonly thought to be beyond the grasp of Kant and of Kantian philosophy. Against this historically prominent understanding of Kant’s practical philosophy, below I engage and draw upon recent Kant scholarship which shows both the inadequacy of such rationalist readings and the fruitfulness of using Kant’s practical philosophy to enhance our understanding of human care relations. After situating my approach in the existing, relevant secondary literature on Kant’s human agent, I explore key features of Kant’s accounts of human nature and the highest good. I pay special attention to his proposal that our human nature comprises reflective and unreflective aspects and patterns that we (ought to) strive to develop, transform, and integrate in wise ways through our faculty of desire. In addition, I emphasize the dangers that our ineradicable propensity to do bad things (evil) poses for our projects of self- and other- care. I proceed by outlining how Kant’s account of moral (ethical and legal) responsibility for self and others is developed through his theories of freedom, that is, through his theory of virtue (virtuous internal freedom with its account of perfect and imperfect duties) and his theory of right (rightful external freedom with its account of innate, private, and public right). On the conception I am advancing, we are pretty messy, fragile, and vulnerable beings whose projects of caring are difficult, ongoing, and complex. On the one hand, we (should) strive to care for ourselves (by striving to manage and heal badly functioning parts and by developing, transforming, and integrating immature or distinct parts of ourselves into good wholes) and for others (assisting them in their projects of management and healing and of developing, transforming, and integrating themselves into good wholes) in ways that are both respectful and attentive to the particular people we are—people with lives of our own to live—and the kinds of relationships we share. On the other hand, we should, and can, be forced to interact rightfully, meaning interaction consistent with one another’s basic (innate, private, and public) rights and, hence, contribute to reform projects that improve our inherited, imperfect legal-political systems with regard to care relations. Bringing Kant’s philosophy into dialogue with care theorists, I conclude, advances the insights of both traditions by showing one way to arrive at a multifaceted, yet unified account of human care relations where our embodied, social as well as our rational natures are given due consideration.;Ethics
In this paper, two central questions will be addressed: ought we to implement medical AI technology in the medical domain? If yes, how ought we to implement this technology? I will critically engage with three options that exist with respect to these central questions: the Neo-Luddite option, the Assistive option, and the Substitutive option. I will first address key objections on behalf of the Neo-Luddite option: the Objection from Bias, the Objection from Artificial Autonomy, the Objection from Status Quo, and the Objection from Inscrutability. I will thereafter present the Demographic Trends Argument and the Human Enhancement Argument in support of alternatives to the Neo-Luddite option. In the second half of the paper, I will argue against the Substitutive option and in favour of the Assistive option, given the existence of two chief formal deficits in medical AI technology: the causality deficit and the care deficit.;Ethics
"I very much welcome Professor Wilder’s debunking of Rossi’s theses and arguments and I wholeheartedly share his rejection of that sort of biological determinism and his recognition of the unnaturalness of all human behavior. That last is, I think, an essential first step toward our assuming responsibility for how things are. However, I am not as comfortable as he seems to be with the liberal anyone-can-parent line of thought. What gives me pause about that may be some of the same experience and observations that make the Rossi sort of view so plausible to so many people. That is, regardless of my clear knowledge that an ability to acquire facility in the home kitchen or with infant care is not biologically determined, and also my knowledge that ability to become competent in the maintenance of the common automobile is not biologically determined either, I see many such propensities and abilities as being hardly less difficult to acquire or to lose as a gendered adult than if they had been biologically determined. In other words, the tracking into gender-correlated competencies creates a “second-nature”—each individual seems to take to some activities and practices naturally. It feels natural, one is “a natural” as a mother or as a businessman; it seems natural to all those around, as well. And, learned and human-created though it may be, it is not therefore easy to undo.";Ethics
Care, we suspect, is initiated with an appeal. Something appeals to us which becomes a matter of concern. In accordance with this concern, we develop a volition: we want that which promotes the thriving – even to the smallest extent – of that which has appealed to us, regardless of how we may establish what that entails. Eventually we take practical action: we act according to our volition. Immediately after this has taken effect, as the case may be, we release the source of the appeal from our care. As far as we can see, this quartet – appeal, concern, volition and practice – covers the four constitutive moments of care, although these moments are only theoretically separable from one another. The practice, as we have said, follows the volition. The volition, however, has arisen because we wanted to foster the wellbeing, however we may have recognised this, of the subject from which the initial appeal came. We have thus placed our volition in the service of this wellbeing, that is to say: we have subjected ourselves to an ought which we instantiated ourselves with the acceptance of the appeal. This seems to us to be the decisive point: in the act of caring, we instantiate an ought, a regulative element, which we then willingly follow. In the process of caring, we thus bring forth an ought, from our own being as it were – and as short-lived as this may be – to which we subject ourselves: in the process of caring, normativity only appears at all because we produce a will in the interest of the subject of the initial appeal to which we then dedicate ourselves, as if this were not our own will. Normativity is thus, as we further suspect, to be understood as a descriptive term of a phenomenology of care, or indeed a phenomenology of normativity. The phenomenon of caring provides the first indication that the ought arises directly from the practical experience of our lives. The phenomenology of care seems to us to be of eminent importance for health care ethics. To denote professional caring, we use the term nursing. The professional caregiver purposefully exposes him/herself to appeals, making him/herself receptive to such an appeal and reliably allowing the appeal to become a concern. The first fundamental principle of nursing ethics thus appears to us to be: to make known one’s receptiveness to an appeal – in a particular situation at a particular time – and to process this appeal reliably such that it becomes a concern. This encompasses the professionalism of care at its initiation. We believe that a precise phenomenology of care will provide, on the one hand, an exact understanding of the genesis of normativity, and on the other hand, in its practical application, a definition of the professional care that is nursing and an ethics of nursing for the care-giving professions.;Ethics
Most punishment theories acknowledge neither the full extent of the harms which punishment risks, nor the caring practices which punishment entails. Consequently, I shall argue, punishment in most of its current conceptualizations is inconsistent with treating offenders as equals qua persons. The nature of criminal punishment, and of our interactions with offenders in punishment decision-making and delivery, risks causing harm to offenders. Harm is normalized when central to definitions of punishment, desensitizing us to unintended harms and obscuring caring practices. Offenders may be partially silenced and excluded by mainstream criminal justice practices which limit interaction between offenders and practitioners. When we ignore significant harms, or silence and exclude, we treat others as passive non-subjects. This partially objectifies offenders, and is inconsistent with treatment as equals. Penal theories employing harm-centred and harm-normalizing definitions of punishment can provide few resources to help practitioners either avoid, or recognize and respond to, harms. Care ethics, by contrast, motivates the avoidance of harm, ongoing inclusive engagement, and respectful interaction with others. I argue that defining punishment without presupposing harm facilitates the identification of morally problematic harms, and recognition of caring practices. I offer a principled argument, and political and pragmatic supplementary arguments, for responding to offenders without intentional harm and with care. Principles drawn from care ethics can help to strengthen mainstream criminal practices by structuring decision-making and action. Bottom-up alternative criminal justice practices share some values with these proposed guiding principles, allowing a partial test of the principles. I consider examples of restorative justice practices, therapeutic jurisprudence, community justice and other problem-solving court practices, in addition to considering how well mainstream punishment practices measure up to these principles. My analysis illuminates the strengths and weaknesses of the principles, and how they might contribute to securing treatment as equals for offenders in mainstream practices. ;Ethics
There are many different interpretations of what the family should be – its desired member composition, its primary purpose, and its cultural significance – and many different examples of what families actually look like across the globe. I examine the most paradigmatic conceptions of the family that are based upon the supposed primary purpose that the family serves for its members and for the state. I then suggest that we ought to reconceptualize how we understand and define the family in an effort to move away from these paradigmatic conceptions. This approach requires that we examine the way(s) in which the family has been defined descriptively – that is, how families have been defined historically – in an effort to determine what a normative theory of the family might look like. The goal of this inquiry is to define a family in terms of what it ought to be – a goal that moves our understanding of the family to a new conceptual landscape. I then present my own account of familial relations that aims to capture a normative understanding of the unique primary purpose that the family serves for its members.;Ethics
I reconsider the concept of dignity in several ways in this article. My primary aim is to move dignity in a more relational direction, drawing on care ethics to do so. After analyzing the power and perils of dignity and tracing its rhetorical, academic, and historical influence, I discuss three interventions that care ethics can make into the dignity discourse. The first intervention involves an understanding of the ways in which care can be dignifying. The second intervention examines whether the capacity to care should be considered a distinguishing moral power – as rationality often is – in light of which humans have dignity. In the third intervention, I cast dignity as a fundamentally relational concept and argue that relationality is constitutive not only of dignity but also of the wider enterprise of normativity. I understand relationality as the condition of connection in which all human beings stand with some other human beings. A thought experiment involving the last person on earth helps to reframe the normative significance of human relatedness. Dignity emerges as fundamentally grounded in relationality.;Ethics
Migrant women are often stereotyped. Some scholars associate the feminization of migration with domestic work and criticize the “care drain” as a new form of imperialism that the First World imposes on the Third World. However, migrant women employed as domestic workers in Northern America and Europe represent only 2% of migrant women worldwide and cannot be seen as characterizing the “feminization of migration”. Why are migrant domestic workers overestimated? This paper explores two possible sources of bias. The first is sampling: conclusions about “care drain” are often generalized from small samples of domestic workers. The second stems from the affect heuristic: imagining children left behind by migrant mothers provokes strong feelings of injustice which trump other considerations. The paper argues that neither source of bias is unavoidable and finds evidence of gender stereotypes in the “care drain” construal;Ethics
In this chapter, we consider ethical and philosophical aspects of trust in the practice of medicine. We focus on trust within the patient-physician relationship, trust and professionalism, and trust in Western (allopathic) institutions of medicine and medical research. Philosophical approaches to trust contain important insights into medicine as an ethical and social practice. In what follows we explain several philosophical approaches and discuss their strengths and weaknesses in this context. We also highlight some relevant empirical work in the section on trust in the institutions of medicine. It is hoped that the approaches discussed here can be extended to nursing and other topics in the philosophy of medicine.;Epistemology
One fundamental divide among philosophers studying the nature of trust concerns the relation between trust and belief. According to doxastic accounts of trust, trust entails a belief about the trustee: either the belief that she is trustworthy with respect to what she is trusted to do, or that she will do what she is trusted to do. Non-doxastic accounts deny that trusting entails holding such a belief. The chapter describes and evaluates the main considerations which have been cited for and against doxastic accounts of trust. It argues that a preemptive reasons account of trust neutralizes some of the key objections to doxastic accounts, and that considerations favoring a doxastic account appear to be stronger than those favoring non-doxastic accounts. The chapter also suggests that the debate about the nature of trust, and the mental state required for trusting can benefit from linking it with the debate about the value of trust.;Epistemology
I argue for an account of the vulnerability of trust, as a product of our need for secure social attachments to individuals and to a group. This account seeks to explain why it is true that, when we trust or distrust someone, we are susceptible to being betrayed by them, rather than merely disappointed or frustrated in our goals. What we are concerned about in matters of trust is, at the basic level, whether we matter, in a non-instrumental way, to that individual, or to the group of which they are a member. We have this concern as a result of a drive to form secure social attachments. This makes us vulnerable in the characteristic way of being susceptible to betrayal, because how the other acts in such matters can demonstrate our lack of worth to them, or to the group, thereby threatening the security of our attachment, and eliciting the reactive attitudes characteristic of betrayal.;Epistemology
"There is a large gap between the specialized knowledge of scientists and laypeople’s understanding of the sciences. The novice-expert problem arises when non-experts are confronted with (real or apparent) scientific disagreement, and when they don’t know whom to trust. Because they are not able to gauge the content of expert testimony, they rely on imperfect heuristics to evaluate the trustworthiness of scientists. This paper investigates why some bodies of scientific knowledge become polarized along political fault lines. Laypeople navigate conflicting epistemic and social demands in their acceptance of scientific testimony; this might explain their deference to scientific fringe theories, which often goes together with denying established scientific theories. I evaluate three approaches to mitigate denialism: improving the message, improving the messenger, and improving the environment in which the message is conveyed.";Epistemology
In this chapter, we address the roles that exemplars might play in a comprehensive response to epistemic injustice. Fricker defines epistemic injustices as harms people suffer specifically in their capacity as (potential) knowers. We focus on testimonial epistemic injustice, which occurs when someone’s assertoric speech acts are systematically met with either too little or too much credence by a biased audience. Fricker recommends a virtue­theoretic response: people who do not suffer from biases should try to maintain their disposition towards naive testimonial justice, and those who find themselves already biased should cultivate corrective testimonial justice by systematically adjusting their credence in testimony up or down depending on whether they are hearing from someone whom they may be biased against or in favor of. We doubt that the prominent admiration­emulation model of exemplarism will be much use in this connection, so we propose two ways of learning from negative exemplars to better conduct one’s epistemic affairs. In the admiration­emulation model, both the identification of what a virtue is and the cultivation of virtues identified thusly proceed through the admiration of virtuous exemplars. We show that this model has serious flaws and argue for two alternatives: the envy­agonism model and the ambivalence­avoidance model.;Epistemology
Novices face a problem when it comes to forming true beliefs about controversial issues that they cannot assess themselves: Who are the trustworthy experts? Elizabeth Anderson offers a set of criteria intended to allow novices to form reliable assessments of expert trustworthiness. All they need to assess experts is a high-school education and access to the internet. In this paper, I argue that novices face a much harder time using her criteria effectively than we would expect or hope. This problem is amplified when novices hold the wrong opinions. Such novices need her criteria the most and are the least likely to use them correctly. Such novices lack knowledge necessary for using the criteria accurately, and are likely to resist correction of their wrong opinions due to cognitive biases. After providing reasons to be skeptical of the effectiveness of her criteria, I propose some supplemental criteria to increase their effectiveness: metacognitive reliability conditions aimed at getting novices to assess themselves in the way that they assess experts. Although these additional criteria show promise, we should be reserved in our optimism.;Epistemology
Christians in the West struggle with intellectual doubt more than they used to, especially university-educated Christians. It is common for young Christians to go off to college assured in their beliefs but, in the course of their first year, they meet powerful defenses of scientific naturalism and the basic Christian story (BCS, for short) in particular. What they learned at home or church seems much less plausible to them, and many are thrown into doubt. They think to themselves something like this: To be honest, I am troubled about the BCS. While the problem of evil, the apparent cultural basis for the diversity of religions, the explanatory breadth of contemporary science, naturalistic explanations of religious experience and miracle reports, and textual and historical criticism of the Bible, among other things, don’t make me believe the BCS is false, I am in serious doubt about it, so much so that I lack belief of it. In that case, how can I have Christian faith? And if I don’t have faith, how can I keep on praying, attending church, affirming the creed, confessing my sins, taking the sacraments, singing the hymns and songs, and so on? I can’t, unless I’m a hypocrite. So integrity requires me to drop the whole thing and get out. Of course, our student is not alone. Many Christians find themselves for some portion of their lives somewhere on the trajectory from doubt to getting out. What should we say to them? In this paper, we give our answer to this question.;Epistemology
Trust is so intimately linked with faith that sometimes trust needs faith to unfold in a relationship. I argue that the role of this faith element in trust is to elevate the status of the one in which we trust so as to emphasize the equal dignity of all the participants in the relationship of trust. Against views that focus on a «rational» trust based on an exaggerated emphasis on the capacity of self-trust as a point of departure for the trust in others, the essay develops toward the depiction of a kind of trust that is rooted in faith and still maintains a «reasonable» character. By way of discussing the implications of Thomas Hobbes’s reflections on covenants and contracts, and Annette Baier’s critique of what she sees as the Hobbesian «fixation» on contracts, I argue toward the identification of what I call a «covenantal trust» in contemporary political ontology.;Epistemology
Most theories of trust presume that trust is a conscious attitude that can be directed only at other agents. I sketch a different form of trust: the unquestioning attitude. What it is to trust, in this sense, is not simply to rely on something, but to rely on it unquestioningly. It is to rely on a resource while suspending deliberation over its reliability. To trust, then, is to set up open pipelines between yourself and parts of the external world — to permit external resources to have a similar relationship to one as one’s internal cognitive faculties. This creates efficiency, but at the price of exquisite vulnerability. We must trust in this way because we are cognitively limited beings in a cognitively overwhelming world. Crucially, we can hold the unquestioning attitude towards objects. When I trust my climbing rope, I climb while putting questions of its reliability out of mind. Many people now trust, in this sense, complex technologies such as search algorithms and online calendars. But, one might worry, how could one ever hold such a normatively loaded attitude as trust towards mere objects? How could it ever make sense to feel betrayed by an object? Such betrayal is grounded, not in considerations of inter-agential cooperation, but in considerations of functional integration. Trust is our engine for expanding and outsourcing our agency — for binding external processes into our practical selves. Thus, we can be betrayed by our smartphones in the same way that we can be betrayed by our memory. When we trust, we try to make something a part of our agency, and we are betrayed when our part lets us down. This suggests a new form of gullibility: agential gullibility, which occurs when agents too hastily and carelessly integrate external resources into their own agency.;Epistemology
I give an overview of the trust literature and then of six central issues concerning epistemic trust. The survey of trust zeroes in on the kinds of expectations that trust involves, trust’s characteristic psychology, and what makes trust rational. The discussion of epistemic trust focuses on its role in testimony, the epistemic goods that we trust for, the significance of epistemic trust in contrast to reliance, what makes epistemic trust rational, and epistemic self-trust.;Epistemology
"Where there is trust, there is also vulnerability, and vulnerability can be exploited. Epistemic trust is no exception. This chapter maps the phenomenon of the exploitation of epistemic trust. I start with a discussion of how trust in general can be exploited; a key observation is that trust incurs vulnerabilities not just for the party doing the trusting, but also for the trustee (after all, trust can be burdensome), so either party can exploit the other. I apply these considerations to epistemic trust, specifically in testimonial relationships. There, we standardly think of a hearer trusting a speaker. But we miss an important aspect of this relationship unless we consider too that the speaker standardly trusts the hearer. Given this mutual trust, and given that both trustees and trusters can exploit each other, we have four possibilities for exploitation in epistemic-trust relationships: a speaker exploiting a hearer (a) by accepting his trust or (b) by imposing her trust on him, and a hearer exploiting a speaker (c) by accepting her trust or (d) by imposing his trust on her. One result is that you do not need to betray someone to exploit him – you can exploit him just as easily by doing what he trusts you for.";Epistemology
This chapter gives an account of epistemic trust. It argues that trust in general is a matter of declining to take precautions against the trustee’s failing to come through, and that this amounts in the epistemic case to declining to rely on evidence for the testified proposition, instead relying solely on the testifier. But if this is so, how can trust play a positive role in securing knowledge? The key, it is argued, lies in recognizing that trust is preemptive: Trusting someone entails believing that she is trustworthy, and this belief preempts other evidence about whether she will come through. In other words, this belief gives the truster himself a good reason to desist from relying on evidence other than the trustee’s word. But if trust is preemptive, how is it compatible with epistemic responsibility, which seems to involve relying on your own evidence? Because, it is claimed, preempting your own evidence in favor of the testifier’s say-so enables your belief to be supported by her evidence – which, we may assume, is superior to your own. Far from forfeiting epistemic responsibility, then, epistemic trust on the preemptive account gives you justificatory access to a swathe of evidence that you would not otherwise have had.;Epistemology
Over the past decades, public trust in medical professionals has steadily declined. This decline of trust and its replacement by ever tighter regulations is increasingly frustrating physicians. However, most discussions of trust are either abstract philosophical discussions or social science investigations not easily accessible to clinicians. The authors, one a surgeon-turned-philosopher, the other an analytical philosopher working in medical ethics, joined their expertise to write a book which straddles the gap between the practical and theoretical. Using an approach grounded in the methods of conceptual analysis found in analytical philosophy which also draws from approaches to medical diagnosis, the authors have conceived an internally coherent and comprehensive definition of trust to help elucidate the concept and explain its decline in the medical context. This book should appeal to all interested in the ongoing debate about the decline of trust - be it as medical professionals, medical ethicists, medical lawyers, or philosophers.;Epistemology
Among the various methods of deceit, lying is often thought to be a special affront on the grounds that it invites the victim’s trust. Such an explanation is incomplete without an account of the moral significance of trust. This article distinguishes two morally problematic relations to trust, betrayals and abuses, and, appealing to the idea that we should be grateful to be trusted, attempts to explain these wrongs as violations of distinct demands of gratitude for trust. Only the wrong of abuse, not betrayal, is useful for distinguishing methods of deceit. Although lying commits an abuse of trust, it turns out that it is really the broader category of deceit by means of communication that is special in this way.;Epistemology
"What makes science trustworthy to the public? This chapter examines one proposed answer: the trustworthiness of science is based at least in part on its independence from the idiosyncratic values, interests, and ideas of individual scientists. That is, science is trustworthy to the extent that following the scientific process would result in the same conclusions, regardless of the particular scientists involved. We analyze this ""idiosyncrasy-free ideal"" for science by looking at philosophical debates about inductive risk, focusing on two recent proposals which offer different methods of avoiding idiosyncrasy: the high epistemic standards proposal and the democratic values proposal.";Epistemology
There is a growing consensus among philosophers of science that core parts of the scientific process involve non-epistemic values. This undermines the traditional foundation for public trust in science. In this article I consider two proposals for justifying public trust in value-laden science. According to the first, scientists can promote trust by being transparent about their value choices. On the second, trust requires that the values of a scientist align with the values of an individual member of the public. I argue that neither of these proposals work and suggest an alternative that does better. When scientists must appeal to values in the course of their research, they should appeal to democratic values: the values of the public or its representatives.;Epistemology
Merleau-Ponty identifies an intertwined affective state of anxiety and courage, claiming that these are one and the same thing, as a fundamental characteristic of human existence. I argue that trust, understood as phenomenologically basic, is the unity, or the something beyond, the singularly conceived states of anxiety and courage, and that trust itself cannot be conceived apart from these states. Merleau-Ponty says little, directly, about trust in his work, yet his focus on the fundamental precariousness of existence demands such an exploration. I explore how our ordinary day-to-day experience of existence is related to an intertwined affective state of anxiety and courage and how trust is operative in affective depth, in order to understand how it is we come to speak of trust not only in terms of proximity and distance, emotional depth and extension across time, but most markedly, in terms of how we see someone and what it is like to be in relation to them.;Epistemology
The recent accounting scandals have raised concerns regarding the closeness of auditor–client relationships. Critics argue that as the relationship lengthens a bond develops and auditors’ professional skepticism may be replaced with trust. However, Statement on Auditing Standards No. 99 states that auditors “should conduct the engagement with a mindset that recognizes the possibility that a material misstatement due to fraud could be present, regardless of any past experience with the entity and regardless of the auditor’s belief about management’s honesty and integrity” (AICPA 2002, Statement on Auditing Standards No. 99, paragraph 13, p. 10). The purpose of this study is to investigate whether auditors develop trust in a client’s management and whether this trust affects auditors’ decisions. Specifically, this study examines whether auditors’ satisfaction with a client’s management during a prior audit engagement affects auditors’ self-reported trust in that client’s management and whether that trust affects their fraud risk assessment. The decision to trust a client’s management should be an ethical decision because excessive trust may impair auditors’ skepticism, which auditors are required to maintain by their professional responsibilities. We therefore also investigate whether auditors’ trust is affected by their moral reasoning. An experimental case was completed by 89 professional auditors, all with experience assessing the risk of fraud. The results suggest auditors’ satisfaction with the client affects their trust in the client (higher satisfaction associated with higher trust and lower satisfaction associated with lower trust). Further, after an overall unsatisfying experience, auditors’ trust affects their fraud risk assessments. However, after an overall satisfying experience, their trust does not affect their fraud risk assessments. The results indicate auditors are able to maintain their professional skepticism after satisfying past experiences with the client regardless of their beliefs about the honesty and trustworthiness of the client’s management. Lastly, auditors’ moral reasoning was not related to their trust in the client’s management.;Epistemology
In this paper I propose that the special duty of care present in the doctor-patient relationship is passed along the chain of professionals involved in modern healthcare. A chain of duty arises from knowledge of intended use and requires a system of trust between patient, doctor and non-clinical professionals. The first part of the paper introduces the concepts of duty of care and the requirement for trustworthiness in medical ethics, and extends these, via chains of duty and chains of trust, to non-clinical professions. The second part demonstrates the application of this in one field of information management in healthcare: decision support systems.;Epistemology
"This paper addresses whether we have transparent accurate access to our own conscious experience. It first sketches the origin and social history of this issue in the seventeenth century, when the trust one can have in self- knowledge was disputed in the religious, social and scientific domains. It then reviews evidence that our conscious experience is disunified in several ways and has two levels, can be opaque to us, and contains much that is non-explicit; and that attending to one's experience not only affects and changes it, but may also bring about specific content and phenomenal experience. Quite apart from trusting other people's introspective reports, we cannot trust ourselves even in knowing our own consciousness. Finally, several ways of coping with the problems produced by these characteristics are suggested.";Epistemology
It is a great pleasure to introduce this collection of papers on the use of introspective evidence in cognitive science. Our task as guest editors has been tremendously stimulating. We have received an outstanding number of contributions, in terms of quantity and quality, from academics across a wide disciplinary span, both from younger researchers and from the most experienced scholars in the field. We therefore had to redraw the plans for this project a number of times. It quickly became clear to us that the collection would expand beyond the scheduled double issue of the Journal of Consciousness Studies. A triple issue was then drafted, but the number of excellent contributions continued to grow. We therefore had to reconsider the publication plans again, and the decision was made to publish an extended collection of papers in discrete instalments. At present substantial progress has been made towards determining the content of a second double issue of the Journal of Consciousness Studies, due summer 2004. A third instalment now appears to be a real possibility. We welcome enquiries from authors interested in submitting to later instalments, especially those offering a novel perspective that is not otherwise represented. However, we do not intend continue this collection indefinitely. In putting together the first major interdisciplinary collection on this topic, we view our task as that of providing a starting point. Sufficient outlets exist to support ongoing debate.;Epistemology
"Developmental psychologists have often portrayed young children as stubborn autodidacts who ignore the testimony of others. Yet the basic design of the human cognitive system indicates an early ability to co-ordinate information derived from first-hand observation with information derived from testimony. There is no obvious tendency to favour the former over the latter. Indeed, young children are relatively poor at monitoring whether they learned something from observation or from testimony. Moreover, the processes by which children and adults understand and remember a sequence of events appear to be similar, whether they witness that sequence or are told about it. Children’s early receptivity to testimony raises the question of whether and how children discern what testimony is reliable. Arguably, before the emergence of reflective judgement, children are equipped with a tacit filtering device. To be understood, any new piece of testimony typically needs to be consistent with, and integrated into, what is already known about the topic in question. Children’s impoverished knowledge base will make that integrative process relatively slow. Thus, children’s early ignorance may often save them from misplaced credulity.Author Keywords: Trust; Testimony; Sources ; Cognitive development; Situation model.";Epistemology
In response to the critique of his work by William Sweet, Hendrik Hart first offers some terminological clarifications. The important difference between ‘faith’ and ‘belief’ is emphasized and his use of terms such as ‘religion,’ ‘knowledge,’ and ‘truth’ are explained. Hart then clarifies his approach to the Western philosophical tradition. He argues that Christian accommodation to philosophy and its idea of ‘reason’ as ultimate arbiter have hindered proper understanding of biblical faith. He finds support for his critique within the philosophical tradition itself, particularly in the form of feminist and postmodern thought. In the end, he offers a vision of religious truth, encapsulated in Jesus’ proclamation, “I am the truth,” that is based upon the embodiment of God’s will and intent.;Epistemology
As social and political beings, we are able to flourish only if we collaborate with others. Trust, understood as a virtue, incorporates appropriate rational emotional dispositions such as compassion as well as action that is contextual, situated in a time and place. We judge responses as appropriate and characters as trustworthy or untrustworthy based on these factors. To be considered worthy of trust, as an individual or an institution, one must do the right thing at the right time for the right reasons, and the action should have its intended effect. By focussing on character, including a moral agent’s emotional disposition, virtue ethicists offer a more holistic account of trust than that explained by a deontic adherence to one’s duty as governed by a social contract. I will apply this understanding to educational institutions, particularly primary and secondary schools that serve a vital role in society. One of the main roles schools perform is to assist in character formation so that students, through practice, learn to be trusting and trusted citizens of society. I offer the philosophy in schools’ methodology of the community of inquiry as one example of how such practice may be facilitated in the classroom.;Epistemology
“Whatever matters to human beings, trust is the atmosphere in which it thrives” writes Sissela Bok. Although trust is ubiquitous, understanding trust is a non-trivial challenge. Trust: Analytic and Applied Perspectives addresses critical and analytical issues of trust. It examines trust from a conceptual perspective as well as considers it in practical contexts ranging from the public sphere broadly understood to particular social institutions, such as universities and medical care. Trust: Analytic and Applied Perspectives explores what kind of good trust is, what kind of goods it can protect and how it can bring about goods, and develops subtle distinctions between trust and other virtues, and between trust and other forms of dependence.The pluralism of the volume reflects the diversity of the real world contexts and theoretical perspectives indispensable in the search of a deeper understanding of trust. Without such an understanding of the nature of trust and the good reasons why people might trust one another or the institutions, we are in danger of designing institutions that will reduce trust or even drive it out. Trust: Analytic and Applied Perspectives sheds new light on the intersecting dimensions of our social cooperation, in which trust can be responsibly undertaken;Epistemology
A conversation is more than a series of disconnected remarks because it is conducted against a background presumption of cooperation. But what makes it reasonable to presume that one is engaged in a conversation? What makes it reasonable to presume cooperation? This paper considers Grice’s two ways of answering this question and argues for the one he discarded. It does so by means of considering a certain problem and analysis of trust.;Epistemology
"A bi-level account of trust is developed and defended, one with relevance in ethics as well as epistemology. The proposed account of trust—on which trusting is modelled within a virtue-theoretic framework as a performance-type with an aim—distinguishes between two distinct levels of trust, apt and convictive, that take us beyond previous assessments of its nature, value, and relationship to risk assessment. While Ernest Sosa (2009; 2015; 2017), in particular, has shown how a performance normativity model may be fruitfully applied to belief, my objective is to apply this kind of model in a novel and principled way to trust. I conclude by outlining some of the key advantages of the performance-theoretic bi-level account of trust defended over more traditional univocal proposals.";Epistemology
Forgiveness and mercy are both generous responses to wrongdoing. Forgiveness is a personal reaction to wrongful harm. It can be expressed in emotional, verbal, or relational terms, and it can potentially express a number of important moral values. Controversial topics with regard to forgiveness include the possibility of unforgivable actions and of third-party, self, and group forgiveness. Recent political developments have invited philosophical reflection on public forgiveness. Mercy is usually theorized in relation to punishment, and it is understood to provide the basis for more lenient treatment than that demanded by justice, interpreted strictly. It remains controversial as to whether mercy should be understood apart from justice or incorporated within it.;Epistemology
Christian Quast has recently embarked on the project of systematizing the debate about the notion of expertise, an extremely fascinating and important issue addressed by scholars of many disciplines yet still in need of an interdisciplinary take. He sheds light on a number of relevant features of this notion and defends what he calls a “balanced” account of expertise, namely one that defines this concept in light of an expert’s dispositions, manifestations of their dispositions, and social role or function. In this critical reply, I offer some considerations that put pressure on Quast’s balanced account and hopefully help anyone interested in this debate take a step forward toward explaining what it takes for one to be an expert. The reply is structured as follows. First, I argue that his allegedly balanced view is liable to a potentially compromising tension between its function component and the ingredients of objective expertise (§1). Then, I show that Quast’s threefold characterization of an objective expert is too strong, as it imposes conditions that several individuals whom we would consider experts are unable to fulfill (§2). Finally, I provide reasons in favor of endorsing an objective account of expertise in light of some specific features of our society and show how this account can take into due consideration the different services experts ordinarily perform (§3).;Epistemology
This paper introduces and argues for the hypothesis that judgments of testimonial worth (that is, judgments of the quality of character an agent displays when testifying)are central to our practice of normatively appraising speech. It is argued that judgments of testimonial worth are central both to the judgement that an agent has lied, and to the acceptance of testimony. The hypothesis that, in lying, an agent necessarily displays poor testimonial worth, is shown to resolve a new puzzle about lying, and the recalcitrant problem raised by the existence of bald faced lies, and selfless assertions (which seem to place conflicting pressures on a theory of lying). It is then shown that the notion of testimonial worth allows us to capture the distinction between taking a speaker at their word, and treating them as a mere indicator of the truth in a way other theories (such as those which emphasize interpersonal reasons of trust) fail to do.s;Epistemology
In this paper, I defend the view that it is wrong for us to consume only, or overwhelmingly, media that broadly aligns with our own political viewpoints: that is, it is wrong to be politically “partisan” in our decisions about what media to consume. We are obligated to consume media that aligns with political viewpoints other than our own – to “diversify our sources”. This is so even if our own views are, as a matter of fact, substantively correct.;Epistemology
